Page URL,Brand,Name,SKU,Out stock status,Currency,ccc,Price,Manufacturer,Main image,Description,Product ID,Additional Information,Meta description,Meta title,Old Price,Equivalency Weights,Quantity,Weight,Option,Option type,Option Value,Option image,Option price prefix,Cat tree 1 parent,Cat tree 1 level 1,Cat tree 1 level 2,Cat tree 2 parent,Cat tree 2 level 1,Cat tree 2 level 2,Cat tree 2 level 3,Image 2,Image 3,Image 4,Image 5,Sort order,Attribute 1,Attribute Value 1,Attribute 2,Attribute value 2,Attribute 3,Attribute value 3,Attribute 4,Attribute value 4,Reviews,Review link,Rating,Address,p_id
https://www.leafly.com/dispensary-info/refresh-cannabis---st--albert?menuItem=604997824&variant=521901067,Candre Cannabis Inc., Mini J's Pink OG 10 x 0.35 g Pre-rolls,604997824,1,CAD,,34.99,Refresh Cannabis - St. Albert,https://leafly-production.imgix.net/https%3A%2F%2Fres.cloudinary.com%2Fget-greenline%2Fimage%2Fupload%2Fq_auto%2Cf_auto%2Fv1616691308%2Fvi20jpkeknjvcwkgrzoq.png?ixlib=js-2.3.2&dpr=1&w=490&fit=fillmax&s=ca84a7fdc3a92be56b38b62254df2c03,"Brought to you buy the BRNT Group, Violet Tourist's Pink OG is a high potency Pink Kush whose lineage is historically mysterious but is rumoured to be a descendant of OG Kush. This indica-dominant flower features delicate shades of violet and pink pistils on a background of vibrant green. This popular cultivar balances delicate floral notes with rich vanilla and punchy sweet berry flavors and aroma. Pink OG delivers a delicate yet powerful experience with a twist. These five-packs of 0.35 Mini Js deliver this cultivar in a convenient and simple pre-roll that is perfect for sharing and quick hits.",604997824,,,,,,1,1pc,,,,,,PreRoll,,,,,,,https://leafly-production.imgix.net/https%3A%2F%2Fres.cloudinary.com%2Fget-greenline%2Fimage%2Fupload%2Fq_auto%2Cf_auto%2Fv1616691308%2Fvi20jpkeknjvcwkgrzoq.png?ixlib=js-2.3.2&dpr=3&w=490&fit=fillmax&s=524650cd00f88c3511bb5f831e20f109,,,,,CBD,NoneNone,THC,20.9percent,Product Type,PreRoll,,,,,,"Erin Ridge Rd 15 St. Albert, AB T8N 0R3",317670
https://www.leafly.com/dispensary-info/refresh-cannabis---st--albert?menuItem=604998516&variant=521901061,Candre Cannabis Inc.,Queen of Bud Shungite - Garlic Kush 2 x 0.5g Pre-rolls,604998516,9,CAD,,16.99,Refresh Cannabis - St. Albert,https://leafly-production.imgix.net/https%3A%2F%2Fres.cloudinary.com%2Fget-greenline%2Fimage%2Fupload%2Fq_auto%2Cf_auto%2Fv1616700493%2Ffgady1gqbsjlld9zxvvs.png?ixlib=js-2.3.2&dpr=1&w=490&fit=fillmax&s=45bdad9f33b0f0005f6b2a92bad85951,"Garlic Kush is the unique, high-THC and high-terpene (more than three per cent) result of combining the cultivars GMO (Garlic Cookies) and OZ Kush from Dark Horse genetics. This pungent bud grows with lighter olive-green hues and goldfish-orange like pistils. These buds have a delicious and funky aroma to them that is a mix of earthy, savoury and spicy, providing a 60-to-40 indica leaning experience. These two 0.5g pre-rolls are hand finished by our highly trained staff (who are fellow consumers) in Sundre, AB, using Konehedz cones and filters, and gently placed in their packaging for minimal agitation.",604998516,,,,,,1,1pc,,,,,,PreRoll,,,,,,,https://leafly-production.imgix.net/https%3A%2F%2Fres.cloudinary.com%2Fget-greenline%2Fimage%2Fupload%2Fq_auto%2Cf_auto%2Fv1616700493%2Ffgady1gqbsjlld9zxvvs.png?ixlib=js-2.3.2&dpr=3&w=490&fit=fillmax&s=c2101391625900c0ccc76dbc827ab847,,,,,CBD,NoneNone,THC,25.6percent,Product Type,PreRoll,,,,,,"Erin Ridge Rd 15 St. Albert, AB T8N 0R3",317670
https://www.leafly.com/dispensary-info/fivepoint-cannabis?menuItem=605351949&variant=524160284,Candre Cannabis Inc.,Queen Of Bud Pre Rolls - Shungite - Garlic Kush  2 x 0.5g Pre-rolls,605351949,10,CAD,,17.99,FivePoint Cannabis,https://leafly-production.imgix.net/https%3A%2F%2Fres.cloudinary.com%2Fget-greenline%2Fimage%2Fupload%2Fq_auto%2Cf_auto%2Fv1617133366%2Foyogcrm3urtmy96vr1uy.jpg?ixlib=js-2.3.2&dpr=1&w=490&fit=fillmax&s=35311a46c13d972c83c6f9439ff6832c,"Garlic Kush is the unique, high-THC and high-terpene (more than three per cent) result of combining the cultivars GMO (Garlic Cookies) and OZ Kush from Dark Horse genetics. This pungent bud grows with lighter olive-green hues and goldfish-orange like pistils. These buds have a delicious and funky aroma to them that is a mix of earthy, savoury and spicy, providing a 60-to-40 indica leaning experience. These two 0.5g pre-rolls are hand finished by our highly trained staff (who are fellow consumers) in Sundre, AB, using Konehedz cones and filters, and gently placed in their packaging for minimal agitation.",605351949,,,,,,1,1pc,,,,,,PreRoll,Hybrid,,,,,,https://leafly-production.imgix.net/https%3A%2F%2Fres.cloudinary.com%2Fget-greenline%2Fimage%2Fupload%2Fq_auto%2Cf_auto%2Fv1617133366%2Foyogcrm3urtmy96vr1uy.jpg?ixlib=js-2.3.2&dpr=3&w=490&fit=fillmax&s=65690738cf8bdb9f1360dddd8c95e381,,,,,CBD,0.5mg,THC,26mg,Product Type,PreRoll,,,57,,4.736842105263158,"General Ave NE 945Bridgeland-RiversideCalgary, AB T2E 9E1",306297
https://www.leafly.com/dispensary-info/refresh-cannabis---st--albert?menuItem=604997636&variant=482997041,Stigma Grow,Black NGL Sour Grape Live Resin 0.5 g Prefilled Vape Cartridge,604997636,6,CAD,,34.99,Refresh Cannabis - St. Albert,https://leafly-production.imgix.net/https%3A%2F%2Fres.cloudinary.com%2Fget-greenline%2Fimage%2Fupload%2Fq_auto%2Cf_auto%2Fv1615929272%2Fcy1qhqmfngvtgceaawng.jpg?ixlib=js-2.3.2&dpr=1&w=490&fit=fillmax&s=0e3b40178b9ccf956eaa5685257f0763,,604997636,,,,,,1,1pc,,,,,,Cartridge,,,,,,,https://leafly-production.imgix.net/https%3A%2F%2Fres.cloudinary.com%2Fget-greenline%2Fimage%2Fupload%2Fq_auto%2Cf_auto%2Fv1615929272%2Fcy1qhqmfngvtgceaawng.jpg?ixlib=js-2.3.2&dpr=3&w=490&fit=fillmax&s=c689339316779f880b6a0ee6dfc99f06,,,,,CBD,NoneNone,THC,68.3mg,Product Type,Cartridge,,,,,,"Erin Ridge Rd 15 St. Albert, AB T8N 0R3",317670
https://www.leafly.com/dispensary-info/refresh-cannabis---st--albert?menuItem=605557557&variant=521901113,Stigma Grow, White NGL Banana Punch Live Resin 0.5 g Prefilled Vape Cartridge,605557557,8,CAD,,36.99,Refresh Cannabis - St. Albert,https://leafly-production.imgix.net/https%3A%2F%2Fres.cloudinary.com%2Fget-greenline%2Fimage%2Fupload%2Fq_auto%2Cf_auto%2Fv1617816130%2Fjnjeayclcolhztxvapbg.png?ixlib=js-2.3.2&dpr=1&w=490&fit=fillmax&s=1ac48e0010688e60417f3c95b12b28f2,"This amazing new product smells of banana and fruity spice. Banana Punch live resin vapes begin with fresh frozen, whole-plant inputs. ... Our vape offers the same full spectrum experience of live resin dabs with the convenience of a delivery device in your pocket! Compatible with 510 thread devices.",605557557,,,,,,1,1pc,,,,,,Cartridge,,,,,,,https://leafly-production.imgix.net/https%3A%2F%2Fres.cloudinary.com%2Fget-greenline%2Fimage%2Fupload%2Fq_auto%2Cf_auto%2Fv1617816130%2Fjnjeayclcolhztxvapbg.png?ixlib=js-2.3.2&dpr=3&w=490&fit=fillmax&s=37cc2acf48e96084e9507e280a36ba8d,,,,,CBD,NoneNone,THC,77percent,Product Type,Cartridge,,,,,,"Erin Ridge Rd 15 St. Albert, AB T8N 0R3",317670
https://www.leafly.com/dispensary-info/refresh-cannabis---st--albert?menuItem=604997899&variant=482997035,Candre Cannabis Inc.,Queen of Bud Blue Topaz Kalifornia 2 x 0.5g Pre-rolls,604997899,9,CAD,,16.99,Refresh Cannabis - St. Albert,https://leafly-production.imgix.net/https%3A%2F%2Fres.cloudinary.com%2Fget-greenline%2Fimage%2Fupload%2Fq_auto%2Cf_auto%2Fv1616700342%2Ft76qzcxtpp6spoyvxr4s.png?ixlib=js-2.3.2&dpr=1&w=490&fit=fillmax&s=07af4fd74b5c83eb9aa315f57eed2a03,"Kalifornia from Bodhi Seeds has roots that stem all the way back to an unknown Afghani landrace. A cross between Nepali Og (Nepali and OG Kush) and 88 G-13 Hashplant (Hashplant and G13; Mr nice), this heavy hitting, high THC, 60-40 indica-dominant flower creates dense emerald green buds shaped like Christmas trees. With its rusty orange pistils and a thick covering of trichomes, Kalifornia should delight you with light notes of citrus from its limonene content, but finish strong with the dominant terpene myrcene, giving strong hoppy, licorice and herbal overtones. These two 0.5g pre-rolls are hand finished by our highly trained staff (who are fellow consumers) in Sundre, AB, using Konehedz cones and filters and gently placed in their packaging for minimal agitation.",604997899,,,,,,1,1pc,,,,,,PreRoll,,,,,,,https://leafly-production.imgix.net/https%3A%2F%2Fres.cloudinary.com%2Fget-greenline%2Fimage%2Fupload%2Fq_auto%2Cf_auto%2Fv1616700342%2Ft76qzcxtpp6spoyvxr4s.png?ixlib=js-2.3.2&dpr=3&w=490&fit=fillmax&s=214527d498b577443cb8b3c7f52ecfc8,,,,,CBD,NoneNone,THC,26mg,Product Type,PreRoll,,,,,,"Erin Ridge Rd 15 St. Albert, AB T8N 0R3",317670
https://www.leafly.com/dispensary-info/refresh-cannabis---st--albert?menuItem=604998517&variant=482997034,Candre Cannabis Inc.,Queen of Bud Blue Topaz Slurricane 2 x 0.5g Pre-Rolls,604998517,10,CAD,,8.99,Refresh Cannabis - St. Albert,https://leafly-production.imgix.net/https%3A%2F%2Fres.cloudinary.com%2Fget-greenline%2Fimage%2Fupload%2Fq_auto%2Cf_auto%2Fv1615929419%2Fcdylzeuuzn4xhm0iae9c.jpg?ixlib=js-2.3.2&dpr=1&w=490&fit=fillmax&s=e5cf9255f9b8b53ae7ea6ea6631d51f1,"Slurricane IX is a glorious 80-20 indica from In-House Genetics, with a very rich history. It's the result of combining Slurricane Pheno #7, known for its intense frosty qualities with Slurricane Pheno #44, reputably the most flavorful! A cross between Do-Si-Dos (OG Kush Breath and Face Off OG) and Purple Punch (Larry OG and Granddaddy Purple), these buds grow with beautifully dark fan leaves, deep purple tones and bright orange pistils. These sparkling buds are known for their creamy caramel coffee, grassy and sweet scents. The flavour resembles a lavender honey milkshake that hits you in your chest before gradually moving up to your eyes. These two 0.5g pre-rolls use Konehedz cones and filters, and are hand finished by our highly trained staff (who are fellow consumers) in Sundre, AB. They're gently placed in their packaging for minimal agitation. All Slurricane product is grown, harvested and processed with precision in our state-of-the-art purpose-built facility.",604998517,,,,,,1,1pc,,,,,,PreRoll,Indica,,,,,,https://leafly-production.imgix.net/https%3A%2F%2Fres.cloudinary.com%2Fget-greenline%2Fimage%2Fupload%2Fq_auto%2Cf_auto%2Fv1615929419%2Fcdylzeuuzn4xhm0iae9c.jpg?ixlib=js-2.3.2&dpr=3&w=490&fit=fillmax&s=1c269341e75cf055526f5fbe817914e3,,,,,CBD,NoneNone,THC,15.4percent,Product Type,PreRoll,,,192,,4.59375,"Erin Ridge Rd 15 St. Albert, AB T8N 0R3",317670
https://www.leafly.com/dispensary-info/refresh-cannabis---st--albert?menuItem=605557584&variant=521901107,Stigma Grow,White NGL Purple Punch Live Resin 0.5 g Prefilled Vape Cartridge,605557584,8,CAD,,36.99,Refresh Cannabis - St. Albert,https://leafly-production.imgix.net/https%3A%2F%2Fres.cloudinary.com%2Fget-greenline%2Fimage%2Fupload%2Fq_auto%2Cf_auto%2Fv1617816857%2Fcrqwe6s5owhmdwp9aeuj.png?ixlib=js-2.3.2&dpr=1&w=490&fit=fillmax&s=58883662c7cd1eecbfe0e3022449aee6,"Not to be confused with distillates that lack the potent impact of the entourage effect, White NGL's Live-Resin cartridges are jam-packed with the original cannabinoid, flavonoid and terpenes of recognized fresh-frozen indica strain. In addition to preserving and celebrating these mouth-watering, all-natural, full-spectrum profiles, our patented hydrocarbon extraction process offers unmatched consistency, purity and potency -- conveniently stored in a 510 threaded cartridge. Compatible with 510 thread devices. Device not included.",605557584,,,,,,1,1pc,,,,,,Cartridge,,,,,,,https://leafly-production.imgix.net/https%3A%2F%2Fres.cloudinary.com%2Fget-greenline%2Fimage%2Fupload%2Fq_auto%2Cf_auto%2Fv1617816857%2Fcrqwe6s5owhmdwp9aeuj.png?ixlib=js-2.3.2&dpr=3&w=490&fit=fillmax&s=94573e6164d08e7c66b876dd0c782212,,,,,CBD,NoneNone,THC,73.4percent,Product Type,Cartridge,,,,,,"Erin Ridge Rd 15 St. Albert, AB T8N 0R3",317670
